threshold,trades,win_rate,avg_win,avg_loss,payoff,expectancy,total_pnl,mean_net,std_net,mdd,mean_boot,boot_lower,boot_upper,kelly
0.5,889,0.4983127109111361,0.04591542810320341,0.04485011324706346,1.0237527796255834,0.00037950972050484685,0.3373841415288039,0.0003795097205048413,0.060506501843737084,2.1462998682140713,0.00038762539966415285,-0.0035976281928739415,0.0043988557941355335,0.008265407428018068
0.51,662,0.5015105740181269,0.04652076576378047,0.046706702619356937,0.9960190541153849,4.785856372708369e-05,0.03168236918732825,4.785856372708195e-05,0.06219921913072394,1.3194104941471316,-1.84796463829494e-05,-0.0045146040539096035,0.004689138993740314,0.0010287570064967388
0.52,449,0.4922048997772829,0.045742553343447574,0.04750729541971641,0.9628532405248976,-0.0016092629549964953,-0.7225590667934298,-0.001609262954996503,0.062364760757394964,131.33669954863828,-0.0016269988894107067,-0.007193569094276432,0.004197653238983367,0.0
0.53,329,0.46200607902735563,0.04573328452358173,0.04513986750483441,1.013146184327718,-0.0031559188473290756,-1.0382973007712684,-0.0031559188473290834,0.06015894515936694,127.49989646790759,-0.003059786445734542,-0.009485138550773278,0.003116080598507067,0.0
0.54,241,0.46473029045643155,0.045316519954544235,0.044989471635522284,1.0072694412077452,-0.0030215419339146045,-0.7281916060734195,-0.0030215419339146036,0.059394794412296704,95.85829425618846,-0.003108542569682986,-0.010208103008349968,0.0041685086550128534,0.0
0.55,164,0.4878048780487805,0.042029027771836994,0.041831970920366474,1.0047106757615043,-0.0009241666802672216,-0.15156333556382484,-0.0009241666802672246,0.0534831835788579,38.699101232505186,-0.0010210340544437894,-0.009302033702239103,0.007235390361425778,0.0
0.56,98,0.45918367346938777,0.045609639948084375,0.0411648767432217,1.107974651122806,-0.0013194354053770764,-0.12930466972695395,-0.0013194354053770812,0.05633897133022226,1.6602267109829874,-0.0013015500742389605,-0.012221839488474676,0.011177911104426615,0.0
0.5700000000000001,51,0.5098039215686274,0.042612831954713146,0.04579269881350746,0.930559522780161,-0.0007232125395126437,-0.03688383951514476,-0.0007232125395126423,0.053732467128125495,1.5382865894428308,-0.0010406458558555557,-0.015511600500644408,0.013848418739475078,0.0
0.5800000000000001,21,0.5238095238095238,0.04670400558115598,0.0636052768326906,0.7342787879692391,-0.005824224139723343,-0.12230870693419031,-0.005824224139723349,0.06461625296633555,1.6598913096642816,-0.005769158037046099,-0.03342265292098793,0.022684012496489447,0.0
0.5900000000000001,8,,,,,,,,,,,,,
0.6000000000000001,2,,,,,,,,,,,,,
0.6100000000000001,0,,,,,,,,,,,,,
0.6200000000000001,0,,,,,,,,,,,,,
0.6300000000000001,0,,,,,,,,,,,,,
0.6400000000000001,0,,,,,,,,,,,,,
0.6500000000000001,0,,,,,,,,,,,,,
0.6600000000000001,0,,,,,,,,,,,,,
0.6700000000000002,0,,,,,,,,,,,,,
0.6800000000000002,0,,,,,,,,,,,,,
0.6900000000000002,0,,,,,,,,,,,,,
0.7000000000000002,0,,,,,,,,,,,,,
0.7100000000000002,0,,,,,,,,,,,,,
0.7200000000000002,0,,,,,,,,,,,,,
0.7300000000000002,0,,,,,,,,,,,,,
0.7400000000000002,0,,,,,,,,,,,,,
0.7500000000000002,0,,,,,,,,,,,,,
0.7600000000000002,0,,,,,,,,,,,,,
0.7700000000000002,0,,,,,,,,,,,,,
0.7800000000000002,0,,,,,,,,,,,,,
0.7900000000000003,0,,,,,,,,,,,,,
0.8000000000000003,0,,,,,,,,,,,,,
0.8100000000000003,0,,,,,,,,,,,,,
