Ticker,Preco,Entropy_Z,Hurst_Z,VolVol_Z,HalfLife,Estado
RENT3.SA,43.619998931884766,-0.34757080002769375,1.2675588590968498,1.5426402217111421,21.91607860994083,TENDÊNCIA
RDOR3.SA,41.310001373291016,-0.2696280847342905,0.2175717665330267,-0.6901616211482734,7.850865056317811,NORMAL
CMIN3.SA,5.289999961853027,-0.2161768851876668,-0.965794827759636,-1.4621848806863427,3.0142209461402008,NORMAL
USIM5.SA,5.820000171661377,-0.2158098830157656,2.4099471885740704,0.5633196043060564,17.19769921416366,TENDÊNCIA
ELET3.SA,62.34000015258789,-0.19576472505814646,-0.18604584111807418,1.5299969051383722,32.40285127688952,NORMAL
CSAN3.SA,5.400000095367432,-0.16354749733105087,-0.16142907632563122,-0.7641316891447154,3.7460251803626794,NORMAL
LREN3.SA,13.619999885559082,-0.1547483997238544,1.1243525619227344,-1.003193918023079,3.863549056451689,TENDÊNCIA
CPFE3.SA,51.08000183105469,-0.14679612577826498,1.5822645518287817,0.06325036491302931,1000.0,TENDÊNCIA
GGBR4.SA,20.3799991607666,-0.1426619879769098,-1.0813992315487473,-0.5687384349512211,20.841912565017353,REVERSÃO (Sniper)
PETR4.SA,31.149999618530273,-0.13072406256372043,1.7730567425014998,-0.9211307131187049,9.517115217326417,TENDÊNCIA
EQTL3.SA,39.2400016784668,-0.1306825604261751,-0.23559462586797958,3.185298502449567,23.884403689903362,TÓXICO (Ficar Fora)
RADL3.SA,22.780000686645508,-0.07409900626430693,-1.4500699664677583,-0.6243708693726479,18.575778365641437,REVERSÃO (Sniper)
SBSP3.SA,137.47999572753906,-0.05803239767444567,0.8740116605552436,-0.11954016960029264,10.964241660087527,NORMAL
ELET6.SA,66.3499984741211,-0.009079822261631882,0.07919596744373956,1.1631293811680519,34.30961849152067,NORMAL
FLRY3.SA,14.699999809265137,-0.0005006382305188917,-0.386908167149423,-0.1894619217091661,5.698649230845509,NORMAL
BEEF3.SA,5.75,0.02285777339019303,-1.3903415183751404,2.824627377541689,8.938172967128043,REVERSÃO (Sniper)
ABEV3.SA,13.220000267028809,0.08956459030758292,-0.17946218507119147,-0.6011091428552048,34.30961849152067,NORMAL
SLCE3.SA,16.010000228881836,0.18544561581502916,0.3474634179583127,-0.3656314812769685,29.34952577855341,NORMAL
TIMS3.SA,22.780000686645508,0.20433645948473225,0.2972049560130658,-1.6243162347373417,8.238357393248544,NORMAL
EMBR3.SA,86.80000305175781,0.4535959190289275,-1.5956923925285447,-1.0264672256376433,6.025520938559029,REVERSÃO (Sniper)
ASAI3.SA,7.269999980926514,0.5952316460539189,1.0909693156616578,1.346971120501973,17.73126058736698,TENDÊNCIA
SANB11.SA,32.25,0.6742369303549614,2.0629892726779064,2.1606432770988433,26.498242064364455,TENDÊNCIA
RECV3.SA,10.859999656677246,0.8618335341602357,1.2259661498885857,0.37233023861834724,15.257246069505756,TENDÊNCIA
CXSE3.SA,15.890000343322754,0.867709714974366,-0.2916951641372197,-0.2903809042835404,13.055174187587317,NORMAL
WEGE3.SA,49.7599983215332,0.8961081448551305,1.6807520819005541,-1.0909429300218267,34.30961849152067,TENDÊNCIA
BRKM5.SA,7.599999904632568,0.9468084089417974,-1.0843118160813494,3.900724256299012,4.89146695246775,TÓXICO (Ficar Fora)
CSNA3.SA,9.34000015258789,1.115756632330358,-0.4877412710234798,-0.9046600342969857,5.81815844103165,NORMAL
BBSE3.SA,35.43000030517578,1.3006558741056051,-1.5151452563670034,-0.7187734355841464,21.44715001690706,REVERSÃO (Sniper)
TAEE11.SA,40.77000045776367,1.4126378166988431,1.6484138541821147,1.634051237890761,28.38870044873357,TENDÊNCIA
PCAR3.SA,3.8499999046325684,1.7535014267525995,-0.5254558171805322,-1.0005353862386184,2.7685230523928674,NORMAL
