threshold,trades,win_rate,avg_win,avg_loss,payoff,expectancy,total_pnl,mean_net,std_net,mdd,mean_boot,boot_lower,boot_upper,kelly
0.5,144,0.4444444444444444,0.041751393981219326,0.06524872867242622,0.6398805743913789,-0.017693118604139312,-2.5478090789960604,-0.01769311860413931,0.06541806183629718,23.41859468883091,-0.0176253079570792,-0.02858259671677966,-0.0071489634634555,0.0
0.51,130,0.4461538461538462,0.040912185488609254,0.06771498136132682,0.6041821863658505,-0.01925055307443227,-2.5025718996761945,-0.019250553074432266,0.06657340357571194,0.0,-0.01915468002871073,-0.03101999020495095,-0.007547020969237668,0.0
0.52,114,0.4649122807017544,0.04115799299600388,0.07043641212521387,0.584328357367747,-0.018554802726752986,-2.1152475108498394,-0.018554802726752976,0.06732788293168894,56.61638997335536,-0.018724631544824923,-0.03158975436725145,-0.006434734573251005,0.0
0.53,94,0.48936170212765956,0.04394647922510576,0.06999819421669874,0.6278230419638726,-0.01423803487283697,-1.3383752780466749,-0.014238034872836968,0.06886637005005783,13.119504093163002,-0.014378898313274054,-0.029352162158361006,5.162682457899522e-05,0.0
0.54,84,0.4880952380952381,0.04268763673743286,0.06606950236440919,0.6461019866925493,-0.012985660659938666,-1.0907954954348478,-0.012985660659938664,0.06552546351486455,30.396808752024487,-0.012771216134520457,-0.027099567038056025,0.0008101926989412631,0.0
0.55,73,0.4657534246575342,0.04200811726198549,0.06448078669510322,0.651482703842006,-0.014883214989061908,-1.0864746942015193,-0.01488321498906191,0.06528706035911122,29.366808851165487,-0.015277348619890968,-0.031169449616946794,-0.0005398773174625225,0.0
0.56,59,0.4745762711864407,0.044602806714005114,0.0636892975547482,0.7003187101516377,-0.012296434511950009,-0.7254896362050511,-0.012296434511950019,0.06647851508368861,3.1430587080308157,-0.012317431604904904,-0.028957200143897816,0.0044478916812018396,0.0
0.5700000000000001,54,0.4444444444444444,0.04564956298594075,0.06328085861697232,0.7213802717540444,-0.01486733790456651,-0.8028362468465917,-0.014867337904566513,0.06707252232452078,3.3752230315204166,-0.015274041829031507,-0.0328993488093984,0.00221996306156425,0.0
0.5800000000000001,44,0.5227272727272727,0.04717351953638896,0.050414830097444296,0.9357072005441579,0.0005972617566049054,0.026279517290615804,0.0005972617566049047,0.05738623536151356,2.4658278938988394,0.0005312418165255825,-0.016520544952281162,0.01693501104160284,0.01266095390962263
0.5900000000000001,37,0.5945945945945946,0.049138837684590445,0.04232382633760782,1.1610206811789838,0.01205937929721277,0.44619703399687277,0.012059379297212777,0.05313974496159645,1.6170819845500255,0.011984745853890586,-0.0054987355593556515,0.028878761516895293,0.24541441892905214
0.6000000000000001,31,0.6451612903225806,0.049703868654126314,0.03774393071973667,1.3168704929859274,0.018674004360174933,0.5788941351654231,0.01867400436017494,0.04934188811089998,1.0561329455752497,0.01875903098013642,0.0006408599485006749,0.03608022362808881,0.37570524922559834
0.6100000000000001,14,0.7142857142857143,0.03752511062852053,0.0395027443472709,0.9499368018240738,0.015517152064008694,0.21724012889612174,0.015517152064008695,0.04248551691347378,0.8513854529040749,0.015528830561749194,-0.008574110063860517,0.0358500270074497,0.41351382591834546
0.6200000000000001,6,,,,,,,,,,,,,
0.6300000000000001,4,,,,,,,,,,,,,
0.6400000000000001,1,,,,,,,,,,,,,
0.6500000000000001,1,,,,,,,,,,,,,
0.6600000000000001,0,,,,,,,,,,,,,
0.6700000000000002,0,,,,,,,,,,,,,
0.6800000000000002,0,,,,,,,,,,,,,
0.6900000000000002,0,,,,,,,,,,,,,
0.7000000000000002,0,,,,,,,,,,,,,
0.7100000000000002,0,,,,,,,,,,,,,
0.7200000000000002,0,,,,,,,,,,,,,
0.7300000000000002,0,,,,,,,,,,,,,
0.7400000000000002,0,,,,,,,,,,,,,
0.7500000000000002,0,,,,,,,,,,,,,
0.7600000000000002,0,,,,,,,,,,,,,
0.7700000000000002,0,,,,,,,,,,,,,
0.7800000000000002,0,,,,,,,,,,,,,
0.7900000000000003,0,,,,,,,,,,,,,
0.8000000000000003,0,,,,,,,,,,,,,
0.8100000000000003,0,,,,,,,,,,,,,
