threshold,trades,win_rate,avg_win,avg_loss,payoff,expectancy,total_pnl,mean_net,std_net,mdd,mean_boot,boot_lower,boot_upper,kelly
0.5,504,0.38095238095238093,0.04424172222875714,0.04970750623003038,0.8900410739581394,-0.013917323960016086,-7.014331275848107,-0.013917323960016086,0.06194849050560301,2.5468349443104596,-0.013995759512424523,-0.0194552082426296,-0.00877379265598,0.0
0.51,321,0.3426791277258567,0.045708104225588055,0.04799839674263265,0.9522839787894346,-0.01588713472860063,-5.099770247880801,-0.015887134728600625,0.060584831134939704,3.17859595719511,-0.015922962245595907,-0.022707377214357973,-0.009272610520571286,0.0
0.52,226,0.34513274336283184,0.04096727295064287,0.04970971257938301,0.8241301513305058,-0.01841411580353337,-4.161590171598541,-0.018414115803533367,0.05695569812482313,3.9148222949912306,-0.018531692806747168,-0.02598059049218843,-0.011391434205763868,0.0
0.53,169,0.3076923076923077,0.047116515168944204,0.053111031053057284,0.8871323759818439,-0.02227178606167221,-3.7639318444226033,-0.022271786061672207,0.06045102037233827,2.443304317058754,-0.022095561821001662,-0.03127360660326861,-0.013084176189386986,0.0
0.54,145,0.2827586206896552,0.046467461629170786,0.056673476104176404,0.8199155023375474,-0.027509486814057543,-3.9888755880383444,-0.027509486814057547,0.060294549077054525,3.1400177303932026,-0.027364645959352184,-0.03721561271105109,-0.017170126208206078,0.0
0.55,119,0.29411764705882354,0.04263545710378145,0.05858074812034312,0.7278066339507124,-0.0288112759956006,-3.4285418434764705,-0.028811275995600592,0.05998799643952492,5.744460760820028,-0.028752576799636137,-0.03980462941316787,-0.01798566712069679,0.0
0.56,98,0.29591836734693877,0.04237655605879847,0.058675800462104494,0.7222152186260702,-0.028772552103878104,-2.8197101061800547,-0.028772552103878107,0.06025303764390442,4.990080935797236,-0.028743932742288075,-0.04017959204883051,-0.01658074813328519,0.0
0.5700000000000001,72,0.2916666666666667,0.04324679246746986,0.050814215362769075,0.851076655591857,-0.023379754745616044,-1.683342341684356,-0.023379754745616058,0.055602823778519224,4.434428221038739,-0.023436221488847216,-0.03679523347670932,-0.011131046776522746,0.0
0.5800000000000001,51,0.29411764705882354,0.050824078649367645,0.05092262494751408,0.9980647836153771,-0.020997123889607686,-1.0708533183699924,-0.020997123889607696,0.05909857685077265,2.987842759883799,-0.020879795090708215,-0.036618236818386246,-0.004129109141529939,0.0
0.5900000000000001,31,0.3870967741935484,0.05426769376908769,0.04280656911344979,1.2677421922149987,-0.005229435094403021,-0.16211248792649363,-0.00522943509440302,0.058076832783019984,1.3369736937100343,-0.005456361948104526,-0.027123422527123516,0.015033762185265365,0.0
0.6000000000000001,15,0.5333333333333333,0.059291828749197605,0.028202204909297167,2.1023827370905814,0.01846127970856671,0.27691919562850076,0.018461279708566716,0.05516775028684756,0.39251976348164724,0.0187012872797568,-0.008495618208281978,0.046438113293861404,0.31136296683742526
0.6100000000000001,6,,,,,,,,,,,,,
0.6200000000000001,3,,,,,,,,,,,,,
0.6300000000000001,0,,,,,,,,,,,,,
0.6400000000000001,0,,,,,,,,,,,,,
0.6500000000000001,0,,,,,,,,,,,,,
0.6600000000000001,0,,,,,,,,,,,,,
0.6700000000000002,0,,,,,,,,,,,,,
0.6800000000000002,0,,,,,,,,,,,,,
0.6900000000000002,0,,,,,,,,,,,,,
0.7000000000000002,0,,,,,,,,,,,,,
0.7100000000000002,0,,,,,,,,,,,,,
0.7200000000000002,0,,,,,,,,,,,,,
0.7300000000000002,0,,,,,,,,,,,,,
0.7400000000000002,0,,,,,,,,,,,,,
0.7500000000000002,0,,,,,,,,,,,,,
0.7600000000000002,0,,,,,,,,,,,,,
0.7700000000000002,0,,,,,,,,,,,,,
0.7800000000000002,0,,,,,,,,,,,,,
0.7900000000000003,0,,,,,,,,,,,,,
0.8000000000000003,0,,,,,,,,,,,,,
0.8100000000000003,0,,,,,,,,,,,,,
