z_bucket,Count,Avg_Return,Median_Return,Volatility,Win_Rate,Sharpe,Drawdown
Muito Barato (<-2.5),7,0.9698423820765644,2.499988997263402,0.0274712256401077,57.14285714285714,35.303934359472855,0.9423711564364566
Barato (-2.5 a -1.5),108,0.7863421369795734,0.4548040234947592,0.0336379134383626,55.55555555555556,23.376661428295446,0.7527042235412108
Leve Desc (-1.5 a -0.5),203,-0.2151350570345549,-1.0471236185127577,0.0429236034005863,40.39408866995074,-5.012045470990697,-0.2580586604351412
Neutro,200,1.412763002053339,0.4104774395700561,0.0538497972196267,56.00000000000001,26.235251547115876,1.3589132048337123
Leve Premio (0.5 a 1.5),285,-0.0101254277244558,-0.0772751169089036,0.0328743194782171,45.73378839590443,-0.30800416790865764,-0.0429997472026729
Caro (1.5 a 2.5),95,-1.2926716105736,-1.0981384285977391,0.0383673685094472,38.144329896907216,-33.69195300854038,-1.3310389790830472
Muito Caro (>2.5),16,0.1199732864172707,-0.5628259526928747,0.0742217236698143,43.75,1.6164173892615485,0.0457515627474564
Muito Barato (<-2.5),18,0.8684025773729034,0.6287688828648497,0.0511383300406378,61.11111111111112,16.981441507796077,0.8172642473322655
Barato (-2.5 a -1.5),69,0.0212184720795723,-0.4504540272181723,0.0506124546714645,46.3768115942029,0.41923419439091464,-0.029393982591892204
Leve Desc (-1.5 a -0.5),164,-0.5755466271133636,-0.5632546497462199,0.0568022231185086,45.1219512195122,-10.132466396255527,-0.6323488502318722
Neutro,192,0.2462139569761488,-0.2716498273313439,0.0501539074789131,48.4375,4.909167888274708,0.1960600494972357
Leve Premio (0.5 a 1.5),236,1.0869124944423487,0.9239525121835012,0.0460012886381804,57.6271186440678,23.627870066065,1.0409112058041683
Caro (1.5 a 2.5),203,0.8047031668278902,0.7845017810507615,0.0566185384916424,54.71698113207547,14.21271502325973,0.7480846283362478
Muito Caro (>2.5),30,5.743431603348286,7.3179165273191344,0.0359110146301374,90.32258064516128,159.93509241014777,5.707520588718149
Muito Barato (<-2.5),24,-2.2433052868014367,-5.686614094599052,0.0793447249662785,41.66666666666667,-28.272897278072918,-2.322650011767715
Barato (-2.5 a -1.5),127,-3.000551630965988,-3.098291085952776,0.0801560909294604,38.582677165354326,-37.4338563512622,-3.0807077218954486
Leve Desc (-1.5 a -0.5),233,-0.9002161832868909,-2.029138686386134,0.0884285004218916,38.034188034188034,-10.18015875890475,-0.9886446837087826
Neutro,180,-0.4386782856412222,-1.290593296238124,0.0736400952339837,43.91534391534391,-5.957057473789386,-0.5123183808752059
Leve Premio (0.5 a 1.5),195,0.6249271539446046,0.8947076562580758,0.0637438133700141,53.84615384615385,9.803730136340544,0.5611833405745905
Caro (1.5 a 2.5),135,1.6387110600435817,0.0,0.0767344321361552,49.629629629629626,21.35561563523775,1.5619766279074265
