z_bucket,Count,Avg_Return,Median_Return,Volatility,Win_Rate,Horizon_Days
Muito Barato (<-2.5),10,0.3827540662127249,-0.24665504988885534,0.026022160801537273,50.0,5
Barato (-2.5 a -1.5),134,0.14901985841156096,0.42533866370270124,0.02849323889166171,55.223880597014926,5
Leve Desc (-1.5 a -0.5),169,-0.22246190523395293,-0.5453326764802147,0.03522513069632992,42.60355029585799,5
Neutro,136,0.27295383021953157,0.45241989774094105,0.034672781858814505,55.88235294117647,5
Leve Premio (0.5 a 1.5),242,0.7885555546905688,0.6751676633044323,0.03779364649562094,57.377049180327866,5
Caro (1.5 a 2.5),221,-0.10154861756511335,-0.3329929273201526,0.028100859239466824,46.42857142857143,5
Muito Caro (>2.5),7,0.9779273485024846,1.1386087985524318,0.027673301234795875,57.14285714285714,5
Muito Barato (<-2.5),10,0.14102371491543697,1.0119036519947056,0.026356077659399974,60.0,10
Barato (-2.5 a -1.5),134,0.13209829006358084,-0.44854106816564765,0.04612808385011038,46.26865671641791,10
Leve Desc (-1.5 a -0.5),169,-0.22187405173304686,-1.1496371483356804,0.04974068599408086,36.68639053254438,10
Neutro,136,0.36925500423412166,0.23492021482988124,0.04984305192806474,51.470588235294116,10
Leve Premio (0.5 a 1.5),241,1.5158161746567638,1.461794741428779,0.0497162842212242,59.42622950819673,10
Caro (1.5 a 2.5),217,0.0010445961302595634,0.3949862949313987,0.04063700937746029,50.89285714285714,10
Muito Caro (>2.5),7,1.2092595691946937,3.493775504082408,0.05498796285758475,71.42857142857143,10
Muito Barato (<-2.5),10,-0.025056608238895887,-0.9559660182135166,0.032176067457127824,40.0,20
Barato (-2.5 a -1.5),134,0.3176533776004064,-1.5444574127809474,0.0741021517562194,42.53731343283582,20
Leve Desc (-1.5 a -0.5),169,-0.8426677154176573,-2.4427183682264153,0.06626861827999883,31.360946745562128,20
Neutro,136,0.7480668008210776,-0.9307378615296291,0.07039805933104297,44.85294117647059,20
Leve Premio (0.5 a 1.5),241,2.8274218510064113,3.4620175162380695,0.0640382973286517,61.885245901639344,20
Caro (1.5 a 2.5),207,0.5904046351370411,0.8572981250890344,0.05168025820536586,53.57142857142857,20
Muito Caro (>2.5),7,-1.544394496104462,-1.3542708344534193,0.06865708273052541,42.857142857142854,20
Muito Barato (<-2.5),10,5.215697077418887,10.110754687102663,0.09690343220965711,70.0,40
Barato (-2.5 a -1.5),134,1.4087156427052652,0.5151696099674918,0.09941282311621402,51.49253731343284,40
Leve Desc (-1.5 a -0.5),169,-1.4582747641311695,-2.950946262849341,0.08430185176844394,37.8698224852071,40
Neutro,136,0.14571944706330456,-2.6315266114957936,0.09844663181717409,44.11764705882353,40
Leve Premio (0.5 a 1.5),241,5.088729111615891,6.547344910142794,0.08991571845455242,70.49180327868852,40
Caro (1.5 a 2.5),187,1.9322209579769145,1.3088912761458404,0.06694934925531688,47.32142857142857,40
Muito Caro (>2.5),7,2.4580457889667957,5.101994815225042,0.09556967684230684,71.42857142857143,40
