z_bucket,Count,Avg_Return,Median_Return,Volatility,Win_Rate,Horizon_Days
Muito Barato (<-2.5),9,3.4974844233263394,3.475752002739352,0.029118965567382284,88.88888888888889,5
Barato (-2.5 a -1.5),73,0.341635839593836,0.7835245795736467,0.037842874480113885,56.16438356164384,5
Leve Desc (-1.5 a -0.5),194,0.4359402015309109,1.2978004495289297,0.043931427083339934,59.27835051546392,5
Neutro,279,0.30986236293671116,0.09950120194444079,0.039247791147684036,50.53763440860215,5
Leve Premio (0.5 a 1.5),192,-0.012013044357831657,0.0,0.036678273368584355,48.95833333333333,5
Caro (1.5 a 2.5),123,-0.028139738830087732,0.8518044776027356,0.046030866619216675,54.03225806451613,5
Muito Caro (>2.5),49,0.03711483989011414,0.5540094507046733,0.030392702474781944,58.490566037735846,5
Muito Barato (<-2.5),9,3.5011929191936866,2.6875785947977127,0.04201253179560726,77.77777777777779,10
Barato (-2.5 a -1.5),73,1.2905361094537215,0.950369159750597,0.05092429547580344,53.42465753424658,10
Leve Desc (-1.5 a -0.5),194,1.3966754928809726,2.4930353977810293,0.05405015171884529,69.0721649484536,10
Neutro,279,0.26698716060391375,0.5893925795271704,0.05197042976970451,54.83870967741935,10
Leve Premio (0.5 a 1.5),192,0.5471836867210085,0.7515312391373707,0.05835526767294023,56.25,10
Caro (1.5 a 2.5),121,-0.982254647838354,-1.0098822008611341,0.07554936360079388,46.774193548387096,10
Muito Caro (>2.5),46,-0.3989629161926165,-0.20261567403832004,0.06031755423139019,41.509433962264154,10
Muito Barato (<-2.5),9,5.271753985637581,6.519262952221561,0.05205787594576725,77.77777777777779,20
Barato (-2.5 a -1.5),73,3.32089907165449,3.0020875019689086,0.07305034023025289,67.12328767123287,20
Leve Desc (-1.5 a -0.5),194,1.8530816828836445,3.0721797701097064,0.06651667717088114,65.4639175257732,20
Neutro,279,1.4126490488827776,2.1868818830165226,0.06908971921261002,62.00716845878136,20
Leve Premio (0.5 a 1.5),192,1.0360839132280013,0.4236365047481261,0.08173868779851887,53.125,20
Caro (1.5 a 2.5),115,-2.587782371669839,-0.508040068392146,0.10917660272456028,45.96774193548387,20
Muito Caro (>2.5),42,-2.2716766762555984,1.1433007618798396,0.08932853331345386,41.509433962264154,20
Muito Barato (<-2.5),9,4.003281655380341,0.6191944586263709,0.09238613876462595,55.55555555555556,40
Barato (-2.5 a -1.5),73,2.8937791253883094,1.781242797729643,0.08597670641983937,57.534246575342465,40
Leve Desc (-1.5 a -0.5),194,3.815419685079486,4.606808900367065,0.09152994813094739,69.58762886597938,40
Neutro,279,1.8861624013257794,1.4049630241486533,0.10231435598810176,55.55555555555556,40
Leve Premio (0.5 a 1.5),192,2.7336297800033997,1.542343680575864,0.11657419492402347,54.6875,40
Caro (1.5 a 2.5),107,-5.200290785551632,-5.328599616505569,0.11478419920869569,21.774193548387096,40
Muito Caro (>2.5),30,-0.8503069451872936,3.2839194912340774,0.1215664959139921,30.18867924528302,40
