z_bucket,Count,Avg_Return,Median_Return,Volatility,Win_Rate
Muito Barato (<-2.5),7,-0.7348457909596563,-0.530305497583361,0.0323569351710559,28.57142857142857
Barato (-2.5 a -1.5),108,2.037842878223997,0.7895008190333064,0.0542280925136775,51.85185185185185
Leve Desc (-1.5 a -0.5),203,1.3674780819868118,-1.2479187651255552,0.0713510450276641,45.320197044334975
Neutro,200,1.4080197594808708,0.7869841321353599,0.0749786559545751,53.5
Leve Premio (0.5 a 1.5),275,-0.7300831283152455,-1.2361674123093969,0.0434414436870398,37.8839590443686
Caro (1.5 a 2.5),95,-1.1351714241781603,-1.2881293608751232,0.049477990050935,37.11340206185567
Muito Caro (>2.5),16,-1.4871740479453983,0.2854175758921773,0.0965805040736445,50.0
Muito Barato (<-2.5),18,4.392778195921836,4.250796085786723,0.0523157913088776,83.33333333333334
Barato (-2.5 a -1.5),69,1.1981185502030751,-0.2392171980102331,0.0721920004020817,49.275362318840585
Leve Desc (-1.5 a -0.5),164,-1.0832944156831998,-0.6802827123933097,0.0782524833314657,45.73170731707317
Neutro,192,0.4606622170391141,0.657634608587343,0.0797963452220297,53.645833333333336
Leve Premio (0.5 a 1.5),236,2.028805228458751,1.574964311673599,0.0741498329677369,57.6271186440678
Caro (1.5 a 2.5),193,1.6375086487363335,0.9478518950611914,0.0783832608521373,51.41509433962265
Muito Caro (>2.5),30,10.750356015908078,13.554894646423213,0.074129369914971,83.87096774193549
Muito Barato (<-2.5),24,-4.425952706290928,-4.190465448924241,0.088959180522523,8.333333333333332
Barato (-2.5 a -1.5),127,-5.954660577146584,-6.55527405369728,0.1108400377309216,30.70866141732284
Leve Desc (-1.5 a -0.5),233,-2.0099789577566853,-3.0962385185651087,0.1318779784585589,43.58974358974359
Neutro,173,1.4451828702250455,0.1499149977013392,0.0989745045031166,46.03174603174603
Leve Premio (0.5 a 1.5),192,0.7241025294150456,0.0159826015626807,0.0910884154535023,49.23076923076923
Caro (1.5 a 2.5),135,2.8035114033284017,0.438592846960173,0.1111807490279367,51.85185185185185
Muito Caro (>2.5),20,4.001060891008034,2.281681571818661,0.1006035212078395,60.0
Muito Barato (<-2.5),24,-0.922427091443069,-1.103405548006514,0.0263255484336508,37.5
Barato (-2.5 a -1.5),126,-3.368036371537709,-3.567830670122291,0.0763804565617109,27.77777777777778
Leve Desc (-1.5 a -0.5),161,2.3707911048204404,2.3138008174796942,0.0678063495373773,59.62732919254658
Neutro,190,0.5624937153235288,-0.1398152533280405,0.0500061482893753,46.8421052631579
Leve Premio (0.5 a 1.5),160,1.5401939247884011,0.8985392294584837,0.0622645056393173,53.41614906832298
Caro (1.5 a 2.5),160,0.3134913314423715,-0.2510625737084881,0.0582672568260865,41.57303370786517
Muito Caro (>2.5),19,0.912502678397068,0.710656772723639,0.0492209678080449,50.0
Muito Barato (<-2.5),9,1.3783368124296418,-7.48476652574862,0.2220292295076106,44.44444444444444
Barato (-2.5 a -1.5),152,-2.081299272478883,-2.58227910864679,0.3031550112172862,42.76315789473684
Leve Desc (-1.5 a -0.5),359,-2.73258879865692,-10.434780950131628,0.3311052751554198,26.649076517150394
Neutro,216,-3.406783996612995,-6.713580425286569,0.2014685982816877,30.55555555555556
Leve Premio (0.5 a 1.5),121,-8.957782755440299,-12.96625020439912,0.1946055385758888,12.396694214876034
Caro (1.5 a 2.5),31,6.509566751321849,-9.04693194161169,0.2514988955352436,45.16129032258064
Muito Caro (>2.5),16,-2.7669908472910745,-4.3565465075343095,0.1600399811900575,37.5
Muito Barato (<-2.5),5,-0.9099315466771564,-3.555217353060902,0.074827905788496,20.0
Barato (-2.5 a -1.5),95,0.7635436896463109,0.0,0.0810791784097723,49.47368421052632
Leve Desc (-1.5 a -0.5),247,1.2763378619077617,-0.9328452603987848,0.0953267368250878,46.558704453441294
Neutro,214,2.4996835451802712,3.711161077539949,0.0974491034122198,63.55140186915887
Leve Premio (0.5 a 1.5),202,0.3491072917451293,-1.614739182590447,0.0999340654056993,45.11627906976744
Caro (1.5 a 2.5),133,-2.1316954373270534,-1.5134615911497007,0.0849810818051753,38.57142857142858
Muito Caro (>2.5),8,-1.675978105501612,-3.260035412994655,0.0437961261243793,37.5
Muito Barato (<-2.5),0,,,,
Barato (-2.5 a -1.5),84,1.32785205212587,0.3495259791549743,0.0784417931372948,51.19047619047619
Leve Desc (-1.5 a -0.5),192,2.640722744777788,0.7686642198664662,0.0748829197786587,55.95854922279793
Neutro,172,1.9712008989867988,-0.5893555986914711,0.0812715027661795,42.93193717277487
Leve Premio (0.5 a 1.5),255,0.5757082595484542,0.7741246607643415,0.0767934574197037,56.07843137254902
Caro (1.5 a 2.5),170,1.7795881726851044,1.907303994105536,0.0817987048297329,60.588235294117645
Muito Caro (>2.5),31,-1.7669034778654478,-2.7422613244269423,0.0554181603679192,25.806451612903224
Muito Barato (<-2.5),3,5.783110362686358,6.7829632061343625,0.0553431334754649,66.66666666666666
Barato (-2.5 a -1.5),70,3.135496884496684,1.590104960042793,0.0678041504619846,68.57142857142857
Leve Desc (-1.5 a -0.5),205,1.8807195197058133,0.7023507037795751,0.0844717932978462,55.1219512195122
Neutro,151,0.198765135861746,-1.1913429130396058,0.0817796353782741,43.70860927152318
Leve Premio (0.5 a 1.5),218,0.286008749646358,1.5900714697566487,0.0898731581277418,57.20720720720721
Caro (1.5 a 2.5),219,0.7512009099910494,1.2145198592651951,0.0728714544275096,52.76595744680851
Muito Caro (>2.5),38,2.1919762563433,2.7765945994372765,0.071495083457112,65.78947368421053
Muito Barato (<-2.5),4,-2.896032719277766,-5.586177833662331,0.0747213988559073,25.0
Barato (-2.5 a -1.5),81,2.496694192328597,2.4106048219483034,0.0758625543996788,64.19753086419753
Leve Desc (-1.5 a -0.5),193,2.322763995292647,1.1521483588561976,0.0922340175276324,53.8860103626943
Neutro,161,-0.2363739024777675,-1.0757345424640683,0.095096248780575,45.3416149068323
Leve Premio (0.5 a 1.5),198,0.4260325095039199,2.0160110840167333,0.0972725782506842,58.82352941176471
Caro (1.5 a 2.5),225,0.2275867364628138,0.4791432573345577,0.0774736734581221,48.11715481171548
Muito Caro (>2.5),42,4.525481167601699,5.791000423421311,0.0700805947239161,66.66666666666666
Muito Barato (<-2.5),7,1.98560208064754,1.5115582944025483,0.041019609021704,71.42857142857143
Barato (-2.5 a -1.5),54,1.809388760213908,1.53333772686165,0.0318631369895031,75.92592592592592
Leve Desc (-1.5 a -0.5),215,1.925750350276564,1.503761728509545,0.0466524657804837,65.11627906976744
Neutro,197,1.1211861557842306,1.2128943320729002,0.0523709827292771,53.990610328638496
Leve Premio (0.5 a 1.5),199,1.1228278245937078,0.1872822446606692,0.0540892649102299,50.73891625615764
Caro (1.5 a 2.5),172,1.7182234624364945,2.782961551645635,0.0534524696642154,68.02325581395348
Muito Caro (>2.5),60,1.6209379413176148,0.8862375032641645,0.0556051832820897,56.66666666666666
Muito Barato (<-2.5),9,7.759750692459698,4.833332352858499,0.0850610832021744,88.88888888888889
Barato (-2.5 a -1.5),136,3.4175702299031747,2.1741048166280863,0.0987860643061697,61.76470588235294
Leve Desc (-1.5 a -0.5),316,1.166872863067261,-1.4895631358659067,0.1290494003722562,43.9873417721519
Neutro,200,-2.1390783440096204,-4.1732290829019805,0.1318746094310561,37.32057416267943
Leve Premio (0.5 a 1.5),133,-3.1636129600444143,-4.169613706832365,0.1070773494411611,36.11111111111111
Caro (1.5 a 2.5),87,-7.416042517980641,-7.248321644186594,0.121329695462212,21.83908045977012
Muito Caro (>2.5),23,-2.499778919244098,-7.680491135024559,0.1661869677155784,26.08695652173913
Muito Barato (<-2.5),15,6.623784660611099,6.456456438314517,0.0748016675564956,80.0
Barato (-2.5 a -1.5),95,2.742192096529549,1.3333476221118137,0.076776447803839,61.05263157894737
Leve Desc (-1.5 a -0.5),156,2.3384164415411446,0.6643149114068048,0.084328563898665,56.41025641025641
Neutro,117,-3.005927633770464,-4.486796590282749,0.0874718618911764,25.64102564102564
Leve Premio (0.5 a 1.5),221,4.029013208414555,5.47890451115205,0.0904785813039955,61.53846153846154
Caro (1.5 a 2.5),271,2.388225793570062,2.2040280574641136,0.0725223980505962,58.76288659793815
Muito Caro (>2.5),29,6.639105415087643,10.026740414475045,0.0873449122357134,79.3103448275862
Muito Barato (<-2.5),2,6.362549426785924,6.362549426785924,0.0219706120134777,100.0
Barato (-2.5 a -1.5),126,-0.8734752053445433,-1.1547286240356225,0.0664526537659371,43.65079365079365
Leve Desc (-1.5 a -0.5),358,0.4500688573622324,0.6366579902161273,0.0774606517979684,51.95530726256983
Neutro,193,-0.2891660968772044,-0.958142239183235,0.0838809823382238,46.63212435233161
Leve Premio (0.5 a 1.5),128,-1.2773170494729196,-0.8963690187120121,0.0634709194731248,46.875
Caro (1.5 a 2.5),81,3.2601489870112355,4.453432288316539,0.0679819100053913,73.17073170731707
