Year,Muito Barato (<-2.5),Barato (-2.5 a -1.5),Leve Desc (-1.5 a -0.5),Neutro,Leve Premio (0.5 a 1.5),Caro (1.5 a 2.5),Muito Caro (>2.5)
2022,,12.620652689500526,15.578722620302207,4.662194770759443,1.1251206536213008,-4.340274612793682,0.44829380875978836
2023,,15.015590246013232,9.059064837038896,2.779347593170999,4.584077332551055,5.242805912597779,1.3466383590746818
2024,,10.524553142200238,12.62985177757676,7.480449764555401,0.7765349242353398,-4.353196874155919,-0.717790116128611
2025,1.727058238122901,-0.23951364999761246,3.812794701668112,-4.037255303996616,-6.207622757555299,-4.411821329777402,-1.2159562883570896
