Year,Muito Barato (<-2.5),Barato (-2.5 a -1.5),Leve Desc (-1.5 a -0.5),Neutro,Leve Premio (0.5 a 1.5),Caro (1.5 a 2.5),Muito Caro (>2.5)
2022,-0.9431239246636386,0.27159570640236774,-12.005841023570076,-8.540919851500504,-14.573480810421637,-16.002236153420682,
2023,-1.8488407362044434,5.025994095445011,0.2757480974748225,-4.4121259533772745,3.1732179220501284,-7.242072064425374,-13.834901269247593
2024,,-2.072114602585496,-1.336053824631845,-9.193743403717685,6.198002586377793,1.8071703853234748,-16.2556066676517
2025,20.8522234489239,6.99144807783182,-7.076134112317415,-11.808532197587835,-11.282463172793753,-5.035079735030639,-0.40000152587890137
