atr_mult,train_trades,test_trades,train_ret,test_ret,train_wr,test_wr,pf,degradation
2.0,1107,327,0.007558778607674537,0.015833135902043896,0.5320686540198736,0.5749235474006116,1.308647881500397,109.46685600724282
2.5,1070,316,0.007533117789264999,0.016275311557462806,0.5429906542056074,0.5917721518987342,1.3003754751392376,116.05014036360603
3.0,1053,313,0.007111607013489551,0.016334316397428432,0.5470085470085471,0.5942492012779552,1.277814519892241,129.68530694180532
3.5,1049,312,0.007024958693458292,0.016206708120852002,0.5471877979027645,0.592948717948718,1.276278527792283,130.70182798290105
