,return_P5,return_P10,return_median,maxDD_P90,maxDD_P95,prob_ruin,calmar_pessimista
ROBUSTEZ,140.40962913292176,209.5733214779454,842.7791590831624,0.4584608391241344,0.5017518805303887,0.0524,457.12371394321127
