ticker,regime,return,win,reason,days,entry_price,exit_price,atr,phase,window
ABEV3,BULL_VOLATILE,0.0370134296087054,1,MAX_DAYS,15,12.688796997070312,13.16606616973877,0.3003509186304966,TRAIN,2022-01
ASAI3,BULL_VOLATILE,0.1377928084729125,1,MAX_DAYS,15,17.49529266357422,19.9165153503418,0.928879409671824,TRAIN,2022-01
CMIG4,BULL_VOLATILE,0.0576769216989825,1,MAX_DAYS,15,6.133081436157227,5.775664329528809,0.2364285540388829,TRAIN,2022-01
CPLE6,BULL_VOLATILE,-0.0559412633454845,0,STOP_LOSS,4,6.101400375366211,6.439059580315591,0.1743840016636156,TRAIN,2022-01
EQTL3,BULL_VOLATILE,0.0873119080736951,1,MAX_DAYS,15,19.46358108520508,21.17466163635254,0.5964604672382663,TRAIN,2022-01
GOAU4,BULL_VOLATILE,0.0983225625826817,1,MAX_DAYS,15,7.8869242668151855,8.667119026184082,0.2400177548608153,TRAIN,2022-01
HYPE3,BULL_VOLATILE,-0.0728910393938626,0,STOP_LOSS,8,32.58552551269531,34.941167021203285,0.9561196768213484,TRAIN,2022-01
MRVE3,BULL_VOLATILE,-0.0916568973366274,0,STOP_LOSS,14,11.814332008361816,12.89010842514805,0.7155834076961398,TRAIN,2022-01
PETR4,BULL_VOLATILE,-0.0706524060508622,0,STOP_LOSS,7,17.56000518798828,18.790125801672485,0.7643430550068582,TRAIN,2022-01
RECV3,BULL_VOLATILE,-0.14792402326776,0,STOP_LOSS,6,12.92932415008545,14.83412420200905,0.8277663015756609,TRAIN,2022-01
RECV3,BULL_VOLATILE,-0.084733241487389,0,STOP_LOSS,9,21.049013137817383,22.8199348432126,0.8773573363570968,TRAIN,2022-01
SLCE3,BULL_VOLATILE,-0.0864932798479971,0,STOP_LOSS,3,17.9706974029541,19.514259544049715,0.8529786238191345,TRAIN,2022-01
WEGE3,BULL_VOLATILE,0.1473721564828864,1,MAX_DAYS,15,28.08133888244629,32.236595153808594,0.9223469975320164,TRAIN,2022-01
ABEV3,BULL_VOLATILE,0.0370134296087054,1,MAX_DAYS,15,12.688796997070312,13.16606616973877,0.3003509186304966,TRAIN,2022-04
ASAI3,BULL_VOLATILE,0.1377928084729125,1,MAX_DAYS,15,17.49529266357422,19.9165153503418,0.928879409671824,TRAIN,2022-04
BBAS3,BULL_VOLATILE,0.1239514169933272,1,PROFIT_TARGET,10,16.25299835205078,18.27733232718892,0.4376537558498753,TEST,2022-04
CMIG4,BULL_VOLATILE,0.0576769216989825,1,MAX_DAYS,15,6.133081436157227,5.775664329528809,0.2364285540388829,TRAIN,2022-04
CPLE6,BULL_VOLATILE,-0.0559412633454845,0,STOP_LOSS,4,6.101400375366211,6.439059580315591,0.1743840016636156,TRAIN,2022-04
EGIE3,BULL_VOLATILE,0.0362774423856506,1,MAX_DAYS,15,25.080270767211918,24.15537452697754,0.621807575527457,TRAIN,2022-04
EMBR3,BULL_VOLATILE,0.1740341596986902,1,MAX_DAYS,15,20.47892951965332,16.90260887145996,0.652186260747053,TEST,2022-04
GOAU4,BULL_VOLATILE,0.0983225625826817,1,MAX_DAYS,15,7.8869242668151855,8.667119026184082,0.2400177548608153,TRAIN,2022-04
PETR4,BULL_VOLATILE,0.1208008866833071,1,MAX_DAYS,15,12.185362815856934,13.664676666259766,0.3978818449690883,TRAIN,2022-04
PETR4,BULL_VOLATILE,-0.0706524060508622,0,STOP_LOSS,7,17.56000518798828,18.790125801672485,0.7643430550068582,TRAIN,2022-04
RECV3,BULL_VOLATILE,-0.084733241487389,0,STOP_LOSS,9,21.049013137817383,22.8199348432126,0.8773573363570968,TRAIN,2022-04
SANB11,BULL_VOLATILE,0.1410805302099151,1,PROFIT_TARGET,12,22.550933837890625,25.745962100771685,0.6408298261726885,TEST,2022-04
UGPA3,BULL_VOLATILE,0.1728439480991587,1,PROFIT_TARGET,13,12.69272518157959,14.894201549210363,0.4771370628689242,TEST,2022-04
ABEV3,BULL_VOLATILE,0.0370134296087054,1,MAX_DAYS,15,12.688796997070312,13.16606616973877,0.3003509186304966,TRAIN,2022-07
ASAI3,BULL_VOLATILE,0.1377928084729125,1,MAX_DAYS,15,17.49529266357422,19.9165153503418,0.928879409671824,TRAIN,2022-07
B3SA3,BULL_VOLATILE,0.1985113266428356,1,MAX_DAYS,15,10.462079048156738,12.54519748687744,0.438410975467907,TRAIN,2022-07
CMIG4,BULL_VOLATILE,0.0576769216989825,1,MAX_DAYS,15,6.133081436157227,5.775664329528809,0.2364285540388829,TRAIN,2022-07
KLBN11,BULL_VOLATILE,0.1435811881048494,1,PROFIT_TARGET,13,14.304190635681152,16.36658583641192,0.4394189451786371,TRAIN,2022-07
PETR4,BULL_VOLATILE,-0.0706524060508622,0,STOP_LOSS,7,17.56000518798828,18.790125801672485,0.7643430550068582,TRAIN,2022-07
RECV3,BULL_VOLATILE,-0.084733241487389,0,STOP_LOSS,9,21.049013137817383,22.8199348432126,0.8773573363570968,TRAIN,2022-07
SANB11,BULL_VOLATILE,0.1503170176644913,1,PROFIT_TARGET,11,22.45086479187012,25.839082350247885,0.6601904636691547,TRAIN,2022-07
ASAI3,BULL_VOLATILE,0.1377928084729125,1,MAX_DAYS,15,17.49529266357422,19.9165153503418,0.928879409671824,TRAIN,2022-10
B3SA3,BULL_VOLATILE,0.1985113266428356,1,MAX_DAYS,15,10.462079048156738,12.54519748687744,0.438410975467907,TRAIN,2022-10
CMIN3,BULL_VOLATILE,0.1617101680015748,1,PROFIT_TARGET,9,3.7005903720855713,4.301233817083791,0.124852791875283,TEST,2022-10
FLRY3,BULL_VOLATILE,-0.0507141058847166,0,STOP_LOSS,10,13.040407180786133,13.693915527023869,0.3588939276261666,TEST,2022-10
ITSA4,BULL_VOLATILE,-0.0495442479944493,0,STOP_LOSS,3,6.5445756912231445,6.864895026872815,0.1630920018166902,TRAIN,2022-10
KLBN11,BULL_VOLATILE,0.1435811881048494,1,PROFIT_TARGET,13,14.304190635681152,16.36658583641192,0.4394189451786371,TRAIN,2022-10
PETR4,BULL_VOLATILE,-0.0929706835552086,0,STOP_LOSS,9,17.761903762817383,19.402582954630656,0.7007450427540384,TRAIN,2022-10
