Ticker,Retorno Total (%),Hurst_Z,Entropy_Z
CXSE3.SA,-14.1,-1.501449208443168,0.172593354180187
GOAU4.SA,-90.78,-1.9223209410949795,-1.6952267672116272
ASAI3.SA,-19.87,1.333336299379763,-0.7383621391914512
RECV3.SA,-26.9,1.680294076284416,-0.0844634991643602
ECOR3.SA,-44.61,1.0377706985052373,-1.9594146735413915
