Ticker,Retorno Total (%),Hurst_Z,Entropy_Z
AZUL4.SA,44.88,0.4408514117422329,0.1010817331026776
ENGI11.SA,106.4,0.0119032642682551,-0.3985496325933419
DIRR3.SA,108.84,1.3653472459423943,-3.784263736688788
MRVE3.SA,28.5,0.2895358583268517,-0.6696136938866617
RAIZ4.SA,24.59,0.818971660591529,-1.2024661417561535
