Ticker,Retorno Total (%),Hurst_Z,Entropy_Z
CXSE3.SA,-14.1,-0.5433215772609106,-0.5773481542608612
GOAU4.SA,-90.78,-1.865661367582458,-1.6361493851142723
ASAI3.SA,-19.87,1.3748420822879492,-0.9849287642040542
RECV3.SA,-26.9,1.973553733285845,0.3481972914504648
ECOR3.SA,-44.61,1.2244845354840377,-1.9335593538819615
