factor,label,stat,p_value,mean_win,mean_loss,median_win,median_loss,mean_diff,median_diff,cohen_d,median_diff_ci_low,median_diff_ci_up,n_win,n_loss
Hurst_Z,Tendência (Hurst Z),198.0,0.619675216883651,0.24320316814586604,0.08138912779746038,0.5305006245570146,0.1485569059625305,0.16181404034840566,0.38194371859448417,0.14372115434013466,-0.9613528229223444,1.1258162528832614,19,19
Entropy_Z,Caos/Ruído (Entropy Z),200.0,0.5790997419539189,-0.8788354004000006,-0.9779933765805746,-0.8132343432740885,-1.456178182580271,0.09915797618057398,0.6429438393061826,0.07591592608759308,-0.39008723883863305,1.4301176660644557,19,19
Entropy_Media,Entropia Média,111.0,0.043963614819848035,2.7748377904382173,2.8199411153877114,2.7495263025834804,2.815271935994892,-0.045103324949494095,-0.06574563341141149,-0.6233398540112933,-0.12564711294684727,0.020376983448296748,19,19
Vol_Diaria_Atual,Volatilidade (%),129.0,0.13650524817388807,2.400123288463058,2.443116635835461,1.6987830454179818,2.438911624263652,-0.0429933473724029,-0.7401285788456702,-0.027916959709652685,-1.2028542091486139,-0.028265905210036912,19,19
