Year,Muito Barato (<-2.5),Barato (-2.5 a -1.5),Leve Desc (-1.5 a -0.5),Neutro,Leve Premio (0.5 a 1.5),Caro (1.5 a 2.5),Muito Caro (>2.5)
2022,,1.7111891321251307,4.0229598506593,-4.3951317621446595,-1.412741532937521,-6.738340307742642,14.423543324964461
2023,13.545811836359212,1.0500243881966687,1.6009274085952159,-1.559806351537463,-3.619700066117652,-1.0806119402672794,7.914580645103597
2024,6.239068157069094,4.695211961948339,3.1082814665887515,-2.165204807237907,-1.9465228348246815,-5.591959292215189,
2025,4.061834571965601,0.5796428593955534,-1.827887745892189,-0.840142983156626,0.9324194352682011,-0.3184685232166543,-0.8495373129397996
