z_bucket,Count,Avg_Return,Median_Return,Volatility,Win_Rate,Horizon_Days
Muito Barato (<-2.5),9,0.007261724759066723,0.297114867617565,0.02021188939246221,55.55555555555556,5
Barato (-2.5 a -1.5),83,0.09675198880429561,-0.6711409395973145,0.03663125806022276,48.19277108433735,5
Leve Desc (-1.5 a -0.5),219,0.20738356805309865,0.10713329532965332,0.03292507239897583,51.598173515981735,5
Neutro,229,-0.03239027324453364,-0.3785465124860776,0.0348080305802431,44.10480349344978,5
Leve Premio (0.5 a 1.5),197,0.3109013552016511,0.25525633110641266,0.03615485990854727,53.299492385786806,5
Caro (1.5 a 2.5),137,0.10488070118758355,0.031546313547980986,0.02989462830719922,48.59154929577465,5
Muito Caro (>2.5),45,-0.12790450986666313,0.3515488708498493,0.028344510199794223,55.55555555555556,5
Muito Barato (<-2.5),9,0.14119838283754355,1.146975751565349,0.04139299953665459,66.66666666666666,10
Barato (-2.5 a -1.5),83,-0.20752489121480025,-1.009396152091191,0.05111055058899509,40.963855421686745,10
Leve Desc (-1.5 a -0.5),219,0.5679114931371071,-0.06897782072193825,0.04506064226073586,48.401826484018265,10
Neutro,229,0.29962402281154193,-0.06963785561971969,0.04922460848388958,49.34497816593886,10
Leve Premio (0.5 a 1.5),197,0.29767161961962124,-0.36911690840655265,0.05113551243214113,46.7005076142132,10
Caro (1.5 a 2.5),135,0.3133554013492343,0.27205662910858575,0.04363931641719825,50.0,10
Muito Caro (>2.5),42,-0.3091316260237665,0.27259643177450776,0.036515932631401654,51.11111111111111,10
Muito Barato (<-2.5),9,4.814199718787249,6.823920127368699,0.05568020922624233,77.77777777777779,20
Barato (-2.5 a -1.5),83,1.2240650812275695,1.1759931757210351,0.07167332274599636,54.21686746987952,20
Leve Desc (-1.5 a -0.5),219,0.7246335396163777,0.457741298397929,0.057472649489805266,52.054794520547944,20
Neutro,229,1.08993000063555,0.18464146431980133,0.07143830462321461,50.65502183406113,20
Leve Premio (0.5 a 1.5),197,0.9474765338966527,0.5561872202435536,0.08363685312599387,54.314720812182735,20
Caro (1.5 a 2.5),131,-0.038286558747174584,-0.9321723949454852,0.05664820855154557,42.95774647887324,20
Muito Caro (>2.5),36,-2.83686588075655,-3.401179215273009,0.052119692545636295,22.22222222222222,20
Muito Barato (<-2.5),9,8.131275835990277,12.570222881469139,0.09468191102666285,77.77777777777779,40
Barato (-2.5 a -1.5),83,5.261167530704106,4.9417633089061885,0.07446976472962083,80.72289156626506,40
Leve Desc (-1.5 a -0.5),219,3.607659322446614,2.886696181729964,0.0888298075611296,63.926940639269404,40
Neutro,229,0.7774130146183501,0.9818519499149359,0.10505926128174907,52.40174672489083,40
Leve Premio (0.5 a 1.5),192,1.9739368352583515,1.7369966455820673,0.10951381056860644,55.83756345177665,40
Caro (1.5 a 2.5),123,-4.476912521478138,-5.49954493344652,0.06331463523688127,17.6056338028169,40
Muito Caro (>2.5),29,-5.972748312254544,-6.941830621285028,0.05969825876162794,8.88888888888889,40
