z_bucket,Count,Avg_Return,Median_Return,Volatility,Win_Rate,Horizon_Days
Muito Barato (<-2.5),26,0.8880190597015417,-1.2194893441322296,0.04581798743122471,46.15384615384615,5
Barato (-2.5 a -1.5),129,-1.0290634394778488,-0.9210153373975905,0.04130948878090792,44.18604651162791,5
Leve Desc (-1.5 a -0.5),202,-0.5192913092823892,-0.40418619282530655,0.038488492470689945,44.554455445544555,5
Neutro,143,0.7033644711377907,1.1744202451201557,0.045022598044116305,59.44055944055944,5
Leve Premio (0.5 a 1.5),231,0.16945169987046316,-0.11273393886348515,0.04455534936398853,47.03389830508475,5
Caro (1.5 a 2.5),135,-0.4238994587771463,-0.6951581837202125,0.038893923293642996,41.48148148148148,5
Muito Caro (>2.5),53,0.6480296219368605,0.07793766675994185,0.041672891213967084,50.943396226415096,5
Muito Barato (<-2.5),26,0.8502019199587233,-0.0014975507688419487,0.06540759111124489,50.0,10
Barato (-2.5 a -1.5),129,-1.8857821930190322,-2.1017200650672363,0.05799923894501978,35.65891472868217,10
Leve Desc (-1.5 a -0.5),202,-0.7864903710997649,-0.8535067952946396,0.05668034169654251,45.04950495049505,10
Neutro,143,1.6930317760110385,2.2866633010437676,0.06659867566506496,62.23776223776224,10
Leve Premio (0.5 a 1.5),228,-0.26526775585702783,-0.48425985101162583,0.06101804718939458,43.22033898305085,10
Caro (1.5 a 2.5),133,-0.42097191187901634,-0.6745077144415412,0.04737034132505559,45.925925925925924,10
Muito Caro (>2.5),53,2.1817616862559692,2.0647305566385388,0.05190714089350419,62.264150943396224,10
Muito Barato (<-2.5),26,-0.7223780901662791,0.24832763964255933,0.09126643428372312,50.0,20
Barato (-2.5 a -1.5),129,-1.8592702249232362,-1.8726503594529875,0.09045078654398035,44.96124031007752,20
Leve Desc (-1.5 a -0.5),202,-1.1813908875176569,-1.3777249047011886,0.08905381046830808,45.54455445544555,20
Neutro,143,1.0703732100712868,2.4035697662043054,0.08801490475050815,60.83916083916085,20
Leve Premio (0.5 a 1.5),219,-0.14250555852399802,-0.6428923873753711,0.0829487237594785,41.94915254237288,20
Caro (1.5 a 2.5),132,-0.25661219613043806,1.1052327997935096,0.08425789481723367,52.59259259259259,20
Muito Caro (>2.5),53,4.393787394449415,5.306798007543367,0.07057670501787021,77.35849056603774,20
Muito Barato (<-2.5),26,1.9639471911169295,1.7086378093653765,0.12609436854722042,53.84615384615385,40
Barato (-2.5 a -1.5),129,-1.719243495600821,-0.028079916810153094,0.12711605891335234,49.6124031007752,40
Leve Desc (-1.5 a -0.5),202,-3.0055960502193635,-3.443102203382015,0.12821687035282034,35.64356435643564,40
Neutro,140,0.5282433376617647,5.244052345890715,0.1271197972963146,50.349650349650354,40
Leve Premio (0.5 a 1.5),202,0.07683174297311887,-2.792908138024086,0.1416189989428607,34.74576271186441,40
Caro (1.5 a 2.5),132,0.8403401540289644,0.36008819359253375,0.12645042719394436,50.37037037037037,40
Muito Caro (>2.5),53,3.9345931484988563,4.309971234898047,0.11869239496977095,66.0377358490566,40
