z_bucket,Count,Avg_Return,Median_Return,Volatility,Win_Rate,Horizon_Days
Muito Barato (<-2.5),14,1.8331977777823052,1.1435787860325397,0.03972257015149289,78.57142857142857,5
Barato (-2.5 a -1.5),81,0.6224395444883054,0.25895293066879876,0.03196442220531123,53.086419753086425,5
Leve Desc (-1.5 a -0.5),126,0.11341420808725108,-0.5077652364052831,0.03338410455583682,43.65079365079365,5
Neutro,124,0.08457784928741846,-0.46073377438651253,0.03149011573324892,41.935483870967744,5
Leve Premio (0.5 a 1.5),250,1.289317327904235,1.2022865555871842,0.036211872689010126,60.3921568627451,5
Caro (1.5 a 2.5),303,0.1796512233211648,0.319256081017838,0.03409867490276864,54.12541254125413,5
Muito Caro (>2.5),21,0.2161632531746383,0.21787294844994864,0.03591139077790366,57.14285714285714,5
Muito Barato (<-2.5),14,4.231828906254297,2.5732228920147815,0.049138456454674025,85.71428571428571,10
Barato (-2.5 a -1.5),81,1.4502287087539274,0.8559939739187117,0.04315797323036322,59.25925925925925,10
Leve Desc (-1.5 a -0.5),126,0.1531572732252357,-0.6100140786930552,0.04402276700836432,45.23809523809524,10
Neutro,124,-0.5422084968062193,-0.6957893914548541,0.04180722443704252,41.12903225806452,10
Leve Premio (0.5 a 1.5),245,2.483341170155284,2.04311831543309,0.04890854113428464,65.09803921568627,10
Caro (1.5 a 2.5),303,0.7065186335384913,0.9803916040269423,0.04857298149457373,58.415841584158414,10
Muito Caro (>2.5),21,0.9553969255145299,0.6932506360749713,0.03990358959274573,57.14285714285714,10
Muito Barato (<-2.5),14,5.826265122827224,6.363479612566447,0.05126526148785013,92.85714285714286,20
Barato (-2.5 a -1.5),81,2.8778228947793374,3.3838905392483243,0.05082413627997567,70.37037037037037,20
Leve Desc (-1.5 a -0.5),126,0.3239270510418657,-0.9094101584611602,0.06530309925664741,44.44444444444444,20
Neutro,124,-1.1630294421556773,-2.9224331719070626,0.05382887478278428,36.29032258064516,20
Leve Premio (0.5 a 1.5),243,4.629228970029581,4.23798816146852,0.06465195471084702,75.68627450980392,20
Caro (1.5 a 2.5),295,2.073708739763277,1.7667949466620758,0.06772945910009937,60.726072607260726,20
Muito Caro (>2.5),21,2.1436683418188025,2.6428669982490938,0.05652313253290998,90.47619047619048,20
Muito Barato (<-2.5),14,9.006362272097611,4.457048310775146,0.08839091351153994,92.85714285714286,40
Barato (-2.5 a -1.5),81,7.740735060543255,7.5036228098373625,0.08060342949062993,81.48148148148148,40
Leve Desc (-1.5 a -0.5),126,1.968382149094964,1.0671163980124687,0.07991584181515621,54.761904761904766,40
Neutro,124,-2.4522036621204424,-4.784957354579378,0.08400067590664975,32.25806451612903,40
Leve Premio (0.5 a 1.5),243,8.206092094958247,7.8607229337089635,0.10419395816392224,75.29411764705883,40
Caro (1.5 a 2.5),275,4.44053742863618,4.314995539827859,0.09256614189461962,67.98679867986799,40
Muito Caro (>2.5),21,7.040123198822242,9.05988292250306,0.07132111512255376,90.47619047619048,40
